,row_index,web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,compound_nouns,aspect_keywords,competition,competition_comp_nouns,competition_aspects,Review
125,125,1583824257-234,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,V. khan,Best product,Reviewed in India on 14 January 2020,Best product in this price,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,[],['Best product'],[],[],[],Best product. Best product in this price
126,126,1583824257-236,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Average product,Reviewed in India on 22 August 2017,I went through hairfall because of this shampoo,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,[],[],[],[],[],Average product. I went through hairfall because of this shampoo
127,127,1583824239-160,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,M.sravani,...,Reviewed in India on 30 October 2018,Waste,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,[],[],[],[],[],.... Waste
128,128,1583824250-208,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rudrani,My mother really like it as it really has reduced her hairfall,Reviewed in India on 18 May 2018,"Have been using for 5-6 months. My mother really like it as it really has reduced her hairfall, and she had seen difference in length too.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,[],"['seen too', 'really reduced']",[],[],[],"My mother really like it as it really has reduced her hairfall. Have been using for 5-6 months. My mother really like it as it really has reduced her hairfall, and she had seen difference in length too."
129,129,1583824243-179,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Not as per aspectation,Reviewed in India on 11 August 2018,Shampoo is good but doesn't  stop hair falls.,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,[],"[""n't stop""]",[],[],[],Not as per aspectation. Shampoo is good but doesn't  stop hair falls.
130,130,1583824204-3,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shree,Hair fall reduced after 3 to 4 washes,Reviewed in India on 20 September 2018,"I love this product! My hair fall literally reduced after 3 to 4 washes. Don't go by the price, it's one of the best products out there! Go for it!",5.0 out of 5 stars,,,[],"[""n't go"", 'best products', 'literally reduced']",[],[],[],"Hair fall reduced after 3 to 4 washes. I love this product! My hair fall literally reduced after 3 to 4 washes. Don't go by the price, it's one of the best products out there! Go for it!"
131,131,1583824206-20,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,shivika,Not for oily scalp,Reviewed in India on 3 February 2020,After using 4-5 time I felt it doesn't suit my hair at all. It makes my scalp sticky.. after washing my hair it seems like very dirty n unpleasant.. will not recommend for oily scalps.,2.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,[],"[""n't suit"", 'suit all', 'not recommend', 'oily scalps']",[],[],[],Not for oily scalp. After using 4-5 time I felt it doesn't suit my hair at all. It makes my scalp sticky.. after washing my hair it seems like very dirty n unpleasant.. will not recommend for oily scalps.
132,132,1583824243-172,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,TD,Good,Reviewed in India on 2 November 2018,Nice shampoo,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,[],['Nice shampoo'],[],[],[],Good. Nice shampoo
133,133,1583824257-233,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,akanksha pathak,Good Product,Reviewed in India on 10 November 2018,Nice product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,[],['Nice product'],[],[],[],Good Product. Nice product
134,134,1583824218-62,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ramya sudha,Awesome,Reviewed in India on 8 December 2018,Awesome,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,[],[],[],[],[],Awesome. Awesome
135,135,1583824228-102,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mayank Mishra,Bad product,Reviewed in India on 10 May 2019,Normal,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,[],[],[],[],[],Bad product. Normal
136,136,1583824247-195,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Moumita Bazar.,Good.,Reviewed in India on 19 October 2019,Average product.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,[],['Average product'],[],[],[],Good.. Average product.
137,137,1583824206-12,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Faiz,Product mishandled by logistics,Reviewed in India on 19 October 2018,"The product received didn’t meet the expectations
And This was my last product purchase from now on.",1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,"[('product purchase', 'purchase')]","['n’t meet', 'last product purchase']",[],[],[],"Product mishandled by logistics. The product received didn’t meet the expectations
And This was my last product purchase from now on."
138,138,1583824213-43,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Moumita Mondal,Awesome Shampoo..,Reviewed in India on 2 November 2018,Really awesome product.. Thank U Amazon..,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,[],"['awesome product', 'Really awesome product']",[],[],[],Awesome Shampoo... Really awesome product.. Thank U Amazon..
139,139,1583824221-80,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mari,Five Stars,Reviewed in India on 8 May 2018,fantastic,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,[],[],[],[],[],Five Stars. fantastic
140,140,1583824254-225,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,skandamurthi,the good quality of the product!,Reviewed in India on 1 August 2019,"Excellent product, excellent service!",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,[],"['excellent service', 'Excellent product']",[],[],[],"the good quality of the product!. Excellent product, excellent service!"
141,141,1583824247-196,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shilpa,It's good,Reviewed in India on 14 March 2019,It is a good product ..It makes my hair soft without using conditioner. It is also paraben free ..go for it,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,"[('al paraben', 'paraben')]",['good product'],[],[],[],It's good. It is a good product ..It makes my hair soft without using conditioner. It is also paraben free ..go for it
142,142,1583824245-183,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jaidev Kamadia,Good,Reviewed in India on 25 March 2019,"Natural product for all types of hair.
Makes hair healthy and shiny.
It stop hair fall and give protection .",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,[],['Natural product'],[],[],[],"Good. Natural product for all types of hair.
Makes hair healthy and shiny.
It stop hair fall and give protection ."
143,143,1583824241-169,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chumki,Fully satisfied,Reviewed in India on 25 April 2017,Awesome product in unbelievably low price thank u amazon,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,"[('u amazon', 'amazon')]","['Awesome product', 'low price', 'unbelievably low price']",[],[],[],Fully satisfied. Awesome product in unbelievably low price thank u amazon
144,144,1583824221-78,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dipsankar Bosu,Good product,Reviewed in India on 30 September 2019,Nice,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,[],[],[],[],[],Good product. Nice
145,145,1583824252-215,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ashruba,Ok,Reviewed in India on 10 November 2018,Ok,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,[],[],[],[],[],Ok. Ok
146,146,1583824228-107,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Goudar,Good product,Reviewed in India on 2 March 2020,Good product.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,[],['Good product'],[],[],[],Good product. Good product.
147,147,1583824252-219,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Babin,Thank you Amazon,Reviewed in India on 25 July 2018,Happy with the product and good price offered by Amazon,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,[],['good price'],[],[],[],Thank you Amazon. Happy with the product and good price offered by Amazon
148,148,1583824245-188,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Good,Reviewed in India on 28 September 2019,One of the bottle was leaked due to defective lid . 40ml approx shampoo was wasted. Should have sealed the lids with tape before packing.,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,"[('approx shampoo', 'shampoo')]",['defective lid'],[],[],[],Good. One of the bottle was leaked due to defective lid . 40ml approx shampoo was wasted. Should have sealed the lids with tape before packing.
149,149,1583824239-154,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mercy Ramya,Conditioning,Reviewed in India on 13 December 2019,Good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,[],[],[],[],[],Conditioning. Good
150,150,1583824215-52,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,KAVERI,Mild,Reviewed in India on 13 December 2018,It's really mild shampoo for frizzy hair. Leaves it manageable after wash.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,[],"['frizzy hair', 'mild shampoo', 'really mild shampoo']",[],[],[],Mild. It's really mild shampoo for frizzy hair. Leaves it manageable after wash.
151,151,1583824247-197,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,shama,Superb I got  good result on my first use,Reviewed in India on 13 November 2019,Very nice best shampoo  ever,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,[],"['Very nice shampoo', 'best shampoo', 'nice shampoo']",[],[],[],Superb I got  good result on my first use. Very nice best shampoo  ever
152,152,1583824254-229,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Good,Reviewed in India on 12 November 2019,Good,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,[],[],[],[],[],Good. Good
153,153,1583824236-144,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Five Stars,Reviewed in India on 23 May 2017,Its really super ....I tried many but this given relief from hairfall,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,[],[],[],[],[],Five Stars. Its really super ....I tried many but this given relief from hairfall
154,154,1583824250-204,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Greeshma,😍👍,Reviewed in India on 6 December 2018,This product is not sulfate free. But also i like it very much bcoz seems it improved my hair texture. And also when am start using it my hair fall has reduce. Happy and satisfied with this product 😍😘👍,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,"[('hair texture', 'texture'), ('😘 👍', '👍')]",['much seems'],[],[],[],😍👍. This product is not sulfate free. But also i like it very much bcoz seems it improved my hair texture. And also when am start using it my hair fall has reduce. Happy and satisfied with this product 😍😘👍
155,155,1583824208-28,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sandesh,Thank you amazon,Reviewed in India on 19 October 2018,Nice shampoo,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,[],['Nice shampoo'],[],[],[],Thank you amazon. Nice shampoo
156,156,1583824257-231,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nisha,Good,Reviewed in India on 25 September 2018,Good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,[],[],[],[],[],Good. Good
157,157,1583824236-142,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Anushree Chakraborty,Excellent,Reviewed in India on 3 January 2020,Best 1,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,[],[],[],[],[],Excellent. Best 1
158,158,1583824234-140,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,👍,Reviewed in India on 11 January 2019,Nice shampoo,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,[],['Nice shampoo'],[],[],[],👍. Nice shampoo
159,159,1583824206-13,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Stella Silva,Go for it,Reviewed in India on 13 August 2019,Bought it for my daughter .... gives  shine to the hair..feels soft and manageable .really free from chemicals .Good for regular use.will definitely go for it again.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,[],"['go again', 'regular use', 'definitely go']",[],[],[],Go for it. Bought it for my daughter .... gives  shine to the hair..feels soft and manageable .really free from chemicals .Good for regular use.will definitely go for it again.
160,160,1583824247-193,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,abid,Love it must buy,Reviewed in India on 21 October 2018,Superb,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,[],[],[],[],[],Love it must buy. Superb
161,161,1583824230-113,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bala,Goodone,Reviewed in India on 9 November 2019,Good one will buy one more for sure,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,[],[],[],[],[],Goodone. Good one will buy one more for sure
162,162,1583824250-210,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Babin,Thank you Amazon,Reviewed in India on 25 July 2018,Using for more than a month. Satisfied. Will buy again. Thanks Amazon for the competitive price.,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,[],"['competitive price', 'buy again']",[],[],[],Thank you Amazon. Using for more than a month. Satisfied. Will buy again. Thanks Amazon for the competitive price.
163,163,1583824204-4,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,TOFIQU MANSURI,"Think it reduces hair fall, but won't help in regrowing it",Reviewed in India on 4 July 2018,"I am using it more than 1&half year, Think it reduces hair fall, but won't help in regrowing it.",4.0 out of 5 stars,,,[],"[""n't help""]",[],[],[],"Think it reduces hair fall, but won't help in regrowing it. I am using it more than 1&half year, Think it reduces hair fall, but won't help in regrowing it."
164,164,1583824213-50,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Badar uddin Ajmal,Excellent,Reviewed in India on 20 October 2018,At rs 217 it's great deal...m very happy,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,[],['great deal'],[],[],[],Excellent. At rs 217 it's great deal...m very happy
165,165,1583824252-217,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Simon Clement,Grab it...,Reviewed in India on 28 June 2019,The best deal,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,[],['best deal'],[],[],[],Grab it.... The best deal
166,166,1583824206-15,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jahnavi G.,Satisfied,Reviewed in India on 28 October 2019,"Exact product and expiry is 2 years afterwards.
Good work by Amazon.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,[],"['is afterwards', 'Exact product', 'Good work']",[],[],[],"Satisfied. Exact product and expiry is 2 years afterwards.
Good work by Amazon."
167,167,1583824243-171,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,MUSTAK PATEL,Nice,Reviewed in India on 11 June 2018,God,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,[],[],[],[],[],Nice. God
