,row_index,web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,compound_nouns,aspect_keywords,competition,competition_comp_nouns,competition_aspects,Review
212,212,1583824225-97,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Winner,Good,Reviewed in India on 11 November 2019,Like,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,[],[],[],[],[],Good. Like
213,213,1583824208-21,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sreenath reddy,Worth money,Reviewed in India on 4 July 2019,Excellent one....,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,[],['Excellent one'],[],[],[],Worth money. Excellent one....
214,214,1583824243-178,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Arunkumar Mangang,Five Stars,Reviewed in India on 9 July 2017,"Great shampoo, will buy again, mild and soft, fragrance is awesome.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,[],"['buy again', 'Great shampoo']",[],[],[],"Five Stars. Great shampoo, will buy again, mild and soft, fragrance is awesome."
215,215,1583824208-23,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,sarika s.,VERY NICE,Reviewed in India on 2 August 2019,"VERY NICE PRODUCT, MY HAIR SO SOFT AND SHINY AFTER THE WASH AND REDUCE THE HAIR FALL ALSO.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,"[('HAIR FALL', 'FALL')]","['NICE PRODUCT', 'REDUCE ALSO', 'VERY NICE PRODUCT']",[],[],[],"VERY NICE. VERY NICE PRODUCT, MY HAIR SO SOFT AND SHINY AFTER THE WASH AND REDUCE THE HAIR FALL ALSO."
216,216,1583824234-132,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ananya,Worth of money,Reviewed in India on 25 January 2020,Gd product.my hairfall almost gone 😊,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,"[('Gd product', 'product')]",['almost gone'],[],[],[],Worth of money. Gd product.my hairfall almost gone 😊
217,217,1583824232-122,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Satish Kumar,Its didn't work,Reviewed in India on 6 November 2019,"Don't use it,  I got a damaged piece",1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,[],"[""n't use""]",[],[],[],"Its didn't work. Don't use it,  I got a damaged piece"
218,218,1583824241-162,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Shampoo bottle leaked inside the package..,Reviewed in India on 31 May 2018,Shampoo  bottle leaked inside the package..,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,[],[],[],[],[],Shampoo bottle leaked inside the package... Shampoo  bottle leaked inside the package..
219,219,1583824213-42,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sindhu,Superb,Reviewed in India on 19 October 2019,Great,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,[],[],[],[],[],Superb. Great
220,220,1583824206-19,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rashmi C,Waste,Reviewed in India on 9 November 2019,Excess hairfall dont buy if you need good hair grow🥵😶🥺,3.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,[],"['good hair', 'Excess hairfall', 'nt buy']",[],[],[],Waste. Excess hairfall dont buy if you need good hair grow🥵😶🥺
221,221,1583824223-86,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazing,Good quality,Reviewed in India on 11 October 2019,Good,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,[],[],[],[],[],Good quality. Good
222,222,1583824223-82,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jatin dhir,Best,Reviewed in India on 27 December 2019,Best shampoo,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,[],['Best shampoo'],[],[],[],Best. Best shampoo
223,223,1583824225-96,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rashmi s,Too good,Reviewed in India on 5 March 2020,Awesome for dry n frizzy hair.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,[],"['frizzy hair', 'n frizzy hair']",[],[],[],Too good. Awesome for dry n frizzy hair.
224,224,1583824241-170,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SUNITA,Really worth it...,Reviewed in India on 24 April 2018,Excellent product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,[],['Excellent product'],[],[],[],Really worth it.... Excellent product
225,225,1583824221-75,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shalini,Good,Reviewed in India on 15 April 2019,Got a good bargain,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,[],['good bargain'],[],[],[],Good. Got a good bargain
226,226,1583824223-85,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,HEMANT,Good,Reviewed in India on 26 September 2018,Nice,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,[],[],[],[],[],Good. Nice
227,227,1583824221-74,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Brundhashreems,Good,Reviewed in India on 31 May 2019,No leakage,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,[],[],[],[],[],Good. No leakage
228,228,1583824247-191,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,supriya,Best shampoo i have ever used,Reviewed in India on 29 July 2019,its the best anti hair fall shampoo i have ever used. it has reduced the hairfall plus its makes the hair soft silky.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,"[('fall shampoo', 'shampoo')]","['anti hair', 'best fall shampoo', 'ever used']",[],[],[],Best shampoo i have ever used. its the best anti hair fall shampoo i have ever used. it has reduced the hairfall plus its makes the hair soft silky.
229,229,1583824232-123,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SURESH KANCHARLA,Good product,Reviewed in India on 11 October 2019,Good product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,[],['Good product'],[],[],[],Good product. Good product
230,230,1583824225-94,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Raghavendra rao Gvgs,suggestion,Reviewed in India on 16 November 2018,"a small suggestion from me
please bottle cap tightly fix with plaster ,i received my replacement order opened cap",4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,"[('bottle cap', 'cap'), ('replacement order', 'order')]","['small suggestion', 'tightly fix']",[],[],[],"suggestion. a small suggestion from me
please bottle cap tightly fix with plaster ,i received my replacement order opened cap"
231,231,1583824206-17,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Vishal,bakwaas,Reviewed in India on 25 October 2018,fake,1.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,[],[],[],[],[],bakwaas. fake
232,232,1583824208-24,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rashmi Bajpai,Good 😊,Reviewed in India on 18 March 2019,Nyle shampoo wash our hair very gently nd hair scalp is going healthy with every wash👌🏼👌🏼👌🏼,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,"[('Nyle shampoo', 'shampoo'), ('hair scalp', 'scalp')]",['wash gently'],[],[],[],Good 😊. Nyle shampoo wash our hair very gently nd hair scalp is going healthy with every wash👌🏼👌🏼👌🏼
233,233,1583824257-237,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aditi,"Moisturizing, Pocket friendly & Para been free  fantastic shampoo..",Reviewed in India on 25 March 2018,"One of the best shampoo i ever used..My Hair-fall stopped completely and  it leaves my hair soft , smooth and tangle free.I have used many expensive  so called ""premium shampoo"" before but it left me dissatisfied only, and my hair fall was just not stopping!!! Honestly i use to feel miserable on  my day of shampoo, as i  would end up loosing so many stands of my hairs, during and after shampoo. But now this worked like a magic  for me.This is absolutely  pocket friendly, very moisturizing, and the most important part is Para been free..I just love this product. Hopefully i am going to continue with this  forever.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,"[('Hair fall', 'fall'), ('premium shampoo', 'shampoo'), ('hair fall', 'fall')]","['is absolutely', 'ever used', 'not stopping', 'many stands', 'most important part', 'continue forever', 'used before', 'best premium shampoo', 'Honestly use', 'stopped completely', 'important part', 'Hopefully going']",[],[],[],"Moisturizing, Pocket friendly & Para been free  fantastic shampoo... One of the best shampoo i ever used..My Hair-fall stopped completely and  it leaves my hair soft , smooth and tangle free.I have used many expensive  so called ""premium shampoo"" before but it left me dissatisfied only, and my hair fall was just not stopping!!! Honestly i use to feel miserable on  my day of shampoo, as i  would end up loosing so many stands of my hairs, during and after shampoo. But now this worked like a magic  for me.This is absolutely  pocket friendly, very moisturizing, and the most important part is Para been free..I just love this product. Hopefully i am going to continue with this  forever."
234,234,1583824243-175,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sukanta Gope,Five Stars,Reviewed in India on 27 April 2018,দারুন Product,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,[],[],[],[],[],Five Stars. দারুন Product
235,235,1583824257-238,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Parthasarathy S V,Amazing Product,Reviewed in India on 30 October 2018,"I love this shampoo, the fragrance is awesome and Nyle Anti-hairfall shampoo has controlled my hairfall. I would certainly recommend this product.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,"[('Nyle shampoo', 'shampoo'), ('Anti shampoo', 'shampoo'), ('hairfall shampoo', 'shampoo')]",['certainly recommend'],[],[],[],"Amazing Product. I love this shampoo, the fragrance is awesome and Nyle Anti-hairfall shampoo has controlled my hairfall. I would certainly recommend this product."
236,236,1583824230-118,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kiran,Good product.,Reviewed in India on 2 March 2020,Gud,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,[],[],[],[],[],Good product.. Gud
237,237,1583824223-84,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shashank,Great buy!,Reviewed in India on 6 March 2020,"Great buy 👍🏻
Affordable. Leaves my hair shiny with mild scent to last all day long.",5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,[],"['last long', 'Great buy', 'mild scent']",[],[],[],"Great buy!. Great buy 👍🏻
Affordable. Leaves my hair shiny with mild scent to last all day long."
238,238,1583824232-125,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Gurleen,Happy,Reviewed in India on 2 March 2020,No words to say. Awsome product.. So happy,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,[],[],[],[],[],Happy. No words to say. Awsome product.. So happy
239,239,1583824211-40,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Subhankar Singha,very nice Product,Reviewed in India on 7 April 2019,nice product at Good Price. thanks Amazon,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,[],['nice product'],[],[],[],very nice Product. nice product at Good Price. thanks Amazon
240,240,1583824254-223,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Durgadas Dhote,Good.,Reviewed in India on 4 September 2019,Scent.,4.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,[],[],[],[],[],Good.. Scent.
241,241,1583824221-76,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,UmeshTechYT,Good..,Reviewed in India on 28 October 2018,Good..,5.0 out of 5 stars,Next page→,https://www.amazon.in/Nyle-NA-Anti-Hairfall-Shampoo-400ml/product-reviews/B01LXGAL4J/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,[],[],[],[],[],Good... Good..
